;content;design
670;in primul rand -1 stea pentru cargus care sunt execrabili. despre bratara pot spune ca este in regula. nu m-a dezamagit. masoara precis in special pulsul si numarul de pasi.   cu managementul somnului nu ma inteleg prea bine pentru ca tot imi zice ca dorm la 22 cand defapt nu dorm. nu-mi dau seama insa pare sa se calibreze in timp (o am de o sapt doar)   bateria este si ea in regula... pana acum nu am incarcat-o si pare sa mai aiba destul pana moare.   ca si ergonomie imi place. nu o simt la mana ca pe un ceas greu. este usoara si este facuta din materiale bune bag de seama.   multumit. sa vedem pe parcurs  p. s.  neaparat trebuie purtata cum trebuie la mana pentru ca altfel are erori la puls si tensiune.;2
671;produsul e bun, peste asteptari. multiple functii!;0
672;raport foarte bun calitate/pret (achizitie facuta de black friday).;0
673;produs conform specificatiilor, comunicare foarte buna cu vanzatorul, livrat conform intelegerii telefonice.;0
674;sunt foarte multumit de aceste casti, sunt peste nivelul asteptarilor mele.;0
675;avand in vedere pretul acestei boxe eu sunt foarte multumit;0
676;este o boxa portabila exceptionala.;0
677;fata de macbook retina air 13, ipad-ul asta il bate cu mult! nu se supraincalzeste ca si macbook-ul si merge si la jocuri si apeluri video excelent! macbookul se incalzea la 83 de grade la un apel video de 5 minute! pe scurt, merita toti banii;0
678;aspect si material nota 10... dau nota 9 pentru cum isi fac ele treaba... iar lantrenta dupa baterie este geniala  per total sunt multumit de aceasta baterie.. acuma sper sa ma si tina:);2
679;l-am folosit pentru a accesa date de pe un stick usb 32 gb in portul tip c al unui lenovo yoga. a mers excelent.  nu am incercat sa alimentez prin intermediul lui!  drept inconvenient ar fi faptul ca - fiind foarte mic - se poate pierde usor.;1
680;calitate audio foarte buna, bateria tine destul de mult si dupa parerea mea este o achizitie care merita!!!!;0
681;un produs excelent, recomand!;0
682;o boxa extraordinara;0
683;este un produs exceptional;0
684;l-am cumparat sa-l dau cadou. incarcator de buna calitate.;0
685;multumita;0
686;pana acum fara probleme la acest pet!;0
687;pentru cei 90 de lei platiti, sunt f multumit. construita cu materiale de calitate, plastic rezistent, grila fixata f bine, nu bazaie la volum mare. se aude bine, volumul maxim este mai mult decat suficient si se aude bine. in functie de melodie se poate auzi putin distorsionat, dar in mare parte duce bine orice melodie. pe partea de bass ii dau un 7/10, dar eu folosesc un egalizator cu un plus de bas si asa se aude perfect. mai ales daca amplasati boxa pe un suport din lemn, datorita bass-reflexului aflat la baza, se aude f bine. distanta pentru conexiunea bluetooh e undeva la 4-5 m, avand bateria incarcata, atunci cand e mai slaba bateria si distanta se reduce. bateria tine f mult, aspect la care am fost surprins. la mine a functionat 5 zile cu o folosire medie de 4 ore pe zi, radio/bluetooth, la un volum de circa 40%. mai tare e deranjant si trebuie sa strigi unul la altul intr o camera de 14mp, cazul meu. radio functioneaza binisor, adica nu prinde perfect decat in anumite locatii din casa, dar in exterior nu am avut probleme cu el din acest punct de vedere. restul functiilor (usb, card, input prin jack) functioneaza la fel de bine. singurul minus gasit de mine e faptul ca iti explica la fiecare pornire cum sa te conectezi prin bluetooth si o face la un nivel cam mare, ca volum. per total, nota 10 pentru usurinta in utilizare si functii. cumparati cu incredere.;2
688;foarte practic. raport pret calitate excelent!;0
689;pro: sunet tare, clar si curat, bass corect ( nota 8 pe o scara de la 1-10) fara distorsiuni. atentie insa ca boxa poate intra in rezonanta cu suprafata pe care este asezata (blat lemn, sticla) si poate crea impresia de distorsiune.... deci atentie unde este asezata. constructie robusta. cititor de card, usb pairingul cu playerul (telefonul) odata facut este recunoscut la fiecare activare a bt.  contra: instructiunile repetate cap-coada la fiecare pornire. conexiunea radio ok pentru 2-3 posturi, iar pentru celelalte ar trebui sa tineti mana pe fir pe post de antena. setarea posturilor radio si ulterior selectarea unui post, ceva mai deficitar, insa nu pentru radio am facut achizitia.  concluzii: sunet suficient pentru o camera de 20-22 mp. autonomie suficienta pentru o auditie de 4 ore (volum maxim), insa oricum functioneaza mai departe conectata la priza.;2
690;recomand merge super usor ecran stabil imagine clara din diferite unghiuri;0
691;un card de memorie de calitate superioara;0
692;salut din punctul meu de vedere isi face bani o am de cateva luni si functioneaza bine;0
693;material ok, functioneaza bine!;2
694;foarte buna recomand;0
695;cumparata la reducere cu 70 ron.  verificat si radio si micro sd (citeste mai intai ce e in radacina si apoi parcurge si directoarele).  arata bine:-).  cu volumul aproape de maxim acumulatorul tine cca 4 ore. cu sunetul cam pe la jumatate m-a tinut chiar vreo 6 ore.  singurul minus (e posibil sa nu fi descoperit eu inca modalitatea prin care se poate face) e ca nu am putut scoate semnal sa-l trec prin aux-ul radioului de la masina...;2
696;am achiztionat produsul cu 3 luni in urma si sun foarte mutumita de el.  din punct de vedere estetic arata foarte bine, bratara este de buna calitate si se simte foarte comfortabil pe mana, are un display dragut customizabil.  din punct de vedere tehnic, masuratorile care le face mi se par foarte aproape de realitate, atat la pasi/distante cat si la heart rate, iar bateria tine mai mult de 7 zile. de asemenea aplicatia folosita fitbit, este una usoara, foarte ok de navigat si prietenoasa.  recomnd aceasta bratara.;2
697;un produs foarte bun. sistemul de prindere e excelent.;0
698;cand reda prin bluetooth la volum mare tinde sa distorioneze cam mult la unele melodi. in schimb cand reda prin jack-ul de 3. 5mm aproape ca nu distorsioneaza de loc... oricum se aude putin mai bine prin cablu (care apropo este foarte lung). din fericire asta poate fi rezolvata foarte usor din egalizatorul telefonului. in rest, finisaje placute, foarte mica si portabila, bass are indeajuns si bateria tine destul de mult (mai ales daca folosesti cablul si nu bluetooth-ul).  149 lei... nu ar merita chiar atat. 70 lei, cu cat am luat-o eu, la reducere... clar da, merita!;2
699;excelent raport calitate pret. se aude extrem de bine;0
700;se potriveste perfect la ceas si magnetul functioneaza foarte bine!;0
701;un produs apple excelent, mai ales ca are o capacitate de stocare imensa (am 30 de jocuri instalate si consuma doar 10 gb din 128), are multe aplicatii pentru studenti sau elevi (keynote, pages etc..) foarte utile si o camera foarte buna!! un produs super fain! merita toti banii!;0
702;sunt foarte multumit, imi place foarte mult!;0
703;foarte multumita...;0
704;acestea sunt cele mai bune earbuds le-am folosit pana acum si am folosit suficient de multe ca sa stiu care sunt bune si care nu.   avantaje:  - acumulator extern este o ideea superba.  - calitate excelenta a sunetului si volum suficient.  - se conecteaza foarte usor la telefon.  - sunt destul de mici incat sa poti dormi cu ele    dezavantaje:  - bass-ul este mai bun decat apple airpods. dar nu e ca la casti cu fir.  - pretul este cam scump. dar, primesti ceea ce platesti    in general, sunt foarte multumit de ele.;2
705;se conecteaza la minimum 30 de sateliti, inclusiv cei sovietici. este monitorizat de cia fbi kgt si sri.     poate fi localizat la 10 metri sub pamant.   daca elodia avea asa un ceas putea fi gasita.;0
706;a fost exact ce am cautat. mic si subtil. il poti roti 360 de grade. daca ai un telefon mai greu, s-ar putea sa nu stea exact cum vrei tu, mai ales daca treci prin multe gropi. sunt curios cat tine arcul, momentan merge perfect.;2
707;este compatibila pentru lenovo tab 10. protejeaza destul de bine.;0
708;perfecte din orice punct de vedere.;0
709;sotia mea este fericita, obiectiv atins!;0
710;+ ~3,5 incarcari pe un lg g3 si oneplus 3 (baterie de 3000 mah in ambele) - de asteptat cand pe eticheta zice 10050 mah. ideea e ca n-a fost cazul de surprize neplacute.  + din ce zice prietena-mi (ea-i cu g3-ul), charge-ul se face repejor. n-am detalii. revin cand oi avea. - ps relevant. ea inca pokemoneste, pokemonit care e renumit pentru suptul bateriei.;0
711;fain. incarca cat trebuie;0
712;boxa este fenomenala, isi merita toti banii, cumparati-o cu mare incredere;0
713;dupa ce am achizitionat modelul de 6000 mah, am luat si unul de 12. 000 pentru tableta, un ipad mini. sunt pachetul perfect. cand plec in tara cateva zile, nu mai am grija incarcarii tabletei pentru ca bateria asta externa imi ofera toata autonomia de care am nevoie. cat despre motivele in urma carora am ales jupio, vedeti la modelul de 6000 mah ca am scris mai mult acolo... pe scurt, recomand. se potrivesc de minune si ca design.;2
714;sunet excelent si durata baterie foarte buna (pana acum, cel putin);0
715;de foarte buna calitate. il am de mai bine de o saptamana si sunt multumit de el.  am avut doua situatii in care nu vroia sa se mai conecteze la telefon dar pana la urma a mers - nu stiu daca e vina lui sau a telefonului. se aude foarte bine si interlocutorul ma aude foarte bine ( mult mai bine decat vechiul plantronics m165 marque 2). nu imi dau seama inca daca e ok sistemul de noise reduction - o sa aflu..:);0
716;surprinzator de buna pentru cat de mica e. nu va imaginati un sunet impresionant, insa cred ca isi are si ea locul ei in activitatile zilnice.;0
717;produsul este foarte util, mic, exact ce iti trebuie, si o calitate foarte bune, il am de ceva timp, si il folosesc aproape zilnic, nu s a stricat nimic la el.;2
718;am mai avut boxe portabile, dar nu au trecut testul timpului. jbl go este o boxa simpla, foarte rezistenta ce se si aude decent.;0
719;"se prinde foarte bine in grila de ventilatie.  vine cu doua placute metalice:  - o placuta am pus-o intre carcasa si husa telefonului meu;  - o placuta am pus-o intre carcasa si husa telefonului sotiei.  magnetul este suficient de puternic pentru samsung a7 (172 g)    produsul ""suport auto universal a+ holder h5"" este bun, se prinde pe parbriz, dar iti ia din vizibilitate.";0
720;o boxa mica, discreta si bine conceputa. se aude clar, fara zgomote de font, bass excelent. daca avea si radio era completa.  se conecteaza rapid si bateria tine suficient. merita toti banii. recomand;2
721;super cool bun asa;0
722;am un sistem de alarma care include si o sirena, dar mica si pentru interior. aveam nevoie de o sirena de exterior, mare si galagioasa. asta-i numai buna. chiar ca-i galagioasa. sunt multumit.;0
723;am cumparat ceasul fara prea mari sperante, stiind ca este aproape imposibil sa gasesti un smartwatch ieftin si bun. insa acesta mi-a depasit cu mult asteptarile.   materialele din care este fabricat il fac sa fie foarte rezistent, il am de o saptamana si arata ca nou, in ciuda neglijentei mele. ecranul este mult mai curbat decat apare in imagini, iar pe mine ma incanta faptul ca este always-on, adica pot sa vad ora fara sa fie nevoie sa intorc incheietura. pe langa cele cateva watch face-uri disponibile in memoria ceasului sau in aplicatie, am acces la alte sute din alte aplicatii care pot fi descarcate din google play.   ca functionalitate, ceasul merita 4.5 stele. pedometrul functioneaza perfect, testat fiind si cu huawei health, si cu garmin vivoactive 3. pulsul, de asemenea, este in conformitate cu realitatea, la fel si gps-ul si monitorul de somn. caloriile arse, pe de alta parte, mi se par cu aproximativ 100-200 mai putine in comparatie cu ce arata alte ceasuri, insa nu cred ca ar fi o problema foarte mare.  ceasul este foarte usor pe incheietura si siliconul bratarii este foarte fin. aplicatia, de   asemenea, are o interfata frumoasa si este usor de folosit, iar ceasul este cu siguranta rezistent la apa, nu am avut nicio problema cu el pana acum.;2
724;produse excelente!;0
725;l-am prins la o reducere foarte buna: sub 100 de ron. un produs excelent. daca l-as fi cumparat mai de mult, nu as mai fi mers in service esd-rom cu mufa telefonului s6 edge +.   recomand.;0
726;se aude perfect, tare, clar... aspect foarte placut si materiale de calitate, boxa compacta, rezistenta! bateria tine mult, conexiunea bluetooth se realizeaza in cateva secunde. cea mai buna boxa portabila sub 200 lei!;2
727;nimic de reprosat, inca nu s-a stricat;0
728;casti de buna calitate si usor de folosit chiar si la calculatorul de la birou, nu doar la laptop.;0
729;un produs excelent la un pret rezonabil!;0
730;pot spune ca mi-a depasit asteptarile, sunet clar, material foarte placut la atingere, autonomie mare, o boxa perfecta din toate punctele de vedere.;0
731;am cumparat acest incarcator wireless cu teama in primul rand, dupa experienta slaba cu alt incarcator dar am zis, asta e! daca e sa nu functioneze, il trimit inapoi. vreau sa spun ca este un incarcator exceptional. note 8 se incarca in 3 ore de la 0 la 100% iar prin fir se incarca in 2 ore 40. de asemenea nu se incalzeste deloc telefonul. celalalt incarcator ce l-am avut dura incarcarea 6 ore si parca lua foc telefonul. oricum e a-data o firma ce face produse excelente. mai am si 2 baterii externe de la aceasta firma si sunt foarte multumit. recomand sa cumparati cu incredere.;0
732;se potriveste foarte bine, este inscriptionata huawei;0
733;l-am cumparat de vreo 2 saptamani. le-am folosit aproape tot timpul. nu se blocheaza, nu are erori. inca nu am bagat card micro sd sa ma uit la poze, sa pun piese, dar asta urmeaza.;0
734;merita din plin!;0
735;este foarte bun.. merge excelent.. recomand..;0
736;design deosebit   incarca iphone5 de 4-5 ori;2
737;raportand calitate/pret este ok.!;0
738;multumita de ea!! se aude bine.;0
739;vechiul cablu era din plastic si se rupea la capat, cu asta nu voi mai avea probleme;1
740;se pot incarca doua telefoane simultan de la ea fara probleme.;0
741;folosesc acest ceas de mai bine de un an. nici macar o probema nu am avut cu el! se misca exceptional, este ideal pentru persoanele care se plictisesc rapid de un ceas anume asa cum sunt si eu. de cand am acest ceas nu am mai achizitionat niciun ceas clasic, acesta tine locul atat unui ceas pentru sport cat si unui ceas de ocazie.;0
